Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Avg Run Cadence,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2018-08-15 07:48:36,false,"Bengaluru Running","3.19","288","00:30:04","140","150","3.0","158","164","9:26","2:17","33","34","0.67","--","--","--","--","--","--","--","0.0","--","--","4,732","--","26.0","No","--:--:--","4","27.0","--","--","--","00:30:04","00:30:04","887","900"
Running,2018-08-13 06:07:22,false,"Bengaluru Running","2.96","318","00:30:51","144","163","3.1","154","164","10:25","8:38","35","36","0.63","--","--","--","--","--","--","--","0.0","--","--","4,726","--","25.0","No","--:--:--","3","27.0","--","--","--","00:30:51","00:30:51","887","899"
Running,2018-08-10 06:22:49,false,"Bengaluru Running","2.07","217","00:21:07","142","169","2.8","153","162","10:13","8:14","20","22","0.64","--","--","--","--","--","--","--","0.0","--","--","3,258","--","26.0","No","--:--:--","3","28.0","--","--","--","00:21:07","00:21:07","888","899"
Running,2018-08-08 06:18:35,false,"Bengaluru Running","2.99","295","00:30:02","138","168","2.6","156","162","10:02","7:52","34","37","0.64","--","--","--","--","--","--","--","0.0","--","--","4,682","--","26.0","No","--:--:--","3","27.0","--","--","--","00:30:01","00:30:02","885","897"
Running,2018-08-01 06:07:50,false,"Bengaluru Running","3.06","222","00:30:01","141","155","2.3","158","166","9:48","7:30","36","37","0.65","--","--","--","--","--","--","--","0.0","--","--","4,730","--","25.0","No","--:--:--","4","27.0","--","--","--","00:30:00","00:30:01","898","909"
Running,2018-07-31 06:08:21,false,"Bengaluru Running","3.01","216","00:30:06","138","149","2.2","157","165","9:59","7:48","32","34","0.64","--","--","--","--","--","--","--","0.0","--","--","4,728","--","26.0","No","--:--:--","4","28.0","--","--","--","00:30:05","00:30:06","898","910"
Running,2018-07-30 06:10:40,false,"Bengaluru Running","2.97","217","00:30:01","138","150","2.1","157","166","10:06","7:48","34","35","0.63","--","--","--","--","--","--","--","0.0","--","--","4,706","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:01","00:30:01","898","910"
Running,2018-07-22 04:31:37,false,"Chennai Running","21.12","1,696","02:59:13","162","183","5.0","150","179","8:29","5:25","24","44","0.79","--","--","--","--","--","--","--","0.0","--","--","27,320","--","32.0","No","--:--:--","22","34.0","--","--","--","02:58:25","02:59:13","-2","23"
Running,2018-07-20 06:02:18,false,"Bengaluru Running","3.04","220","00:30:01","139","151","2.2","157","165","9:53","3:09","30","33","0.64","--","--","--","--","--","--","--","0.0","--","--","4,726","--","25.0","No","--:--:--","4","28.0","--","--","--","00:30:00","00:30:01","898","910"
Running,2018-07-18 06:22:11,false,"Bengaluru Running","3.05","225","00:30:02","139","149","2.4","157","166","9:51","7:30","35","35","0.65","--","--","--","--","--","--","--","0.0","--","--","4,722","--","25.0","No","--:--:--","4","29.0","--","--","--","00:29:56","00:30:03","888","901"
Running,2018-07-15 07:14:52,false,"Bengaluru Running","3.00","220","00:30:03","140","151","2.3","158","166","10:01","7:44","36","42","0.63","--","--","--","--","--","--","--","0.0","--","--","4,716","--","26.0","No","--:--:--","4","28.0","--","--","--","00:30:02","00:30:03","878","891"
Running,2018-07-13 06:43:04,false,"Bengaluru Running","3.01","225","00:30:01","139","151","2.4","158","166","9:58","7:48","34","41","0.64","--","--","--","--","--","--","--","0.0","--","--","4,734","--","25.0","No","--:--:--","4","27.0","--","--","--","00:30:01","00:30:05","882","897"
Running,2018-07-12 06:07:14,false,"Bengaluru Running","3.02","217","00:30:02","137","147","2.2","158","164","9:57","8:40","35","34","0.64","--","--","--","--","--","--","--","0.0","--","--","4,762","--","25.0","No","--:--:--","4","27.0","--","--","--","00:30:03","00:30:02","899","911"
Running,2018-07-11 06:05:29,false,"Bengaluru Running","2.98","217","00:30:11","138","147","2.2","157","162","10:09","8:35","34","35","0.63","--","--","--","--","--","--","--","0.0","--","--","4,750","--","25.0","No","--:--:--","3","27.0","--","--","--","00:30:11","00:30:11","896","911"
Running,2018-07-10 06:37:29,false,"Bengaluru Running","3.06","225","00:30:01","138","147","2.5","158","166","9:49","7:44","36","36","0.64","--","--","--","--","--","--","--","0.0","--","--","4,754","--","26.0","No","--:--:--","4","28.0","--","--","--","00:30:02","00:30:01","897","909"
Running,2018-07-09 06:31:27,false,"Bengaluru Running","3.05","222","00:30:01","137","145","2.5","158","165","9:51","8:21","36","38","0.64","--","--","--","--","--","--","--","0.0","--","--","4,730","--","26.0","No","--:--:--","4","28.0","--","--","--","00:30:00","00:30:01","896","909"
Running,2018-07-05 06:39:44,false,"Bengaluru Running","2.96","219","00:30:06","138","150","2.2","157","166","10:10","7:52","34","34","0.63","--","--","--","--","--","--","--","0.0","--","--","4,722","--","25.0","No","--:--:--","3","28.0","--","--","--","00:30:05","00:30:06","898","910"
Running,2018-07-04 06:39:20,false,"Bengaluru Running","3.07","226","00:30:01","139","158","2.5","158","168","9:47","7:46","30","33","0.65","--","--","--","--","--","--","--","0.0","--","--","4,758","--","26.0","No","--:--:--","4","28.0","--","--","--","00:30:01","00:31:16","898","910"
Running,2018-07-02 06:20:07,false,"Bengaluru Running","2.98","221","00:30:01","138","147","2.3","159","168","10:04","8:38","36","34","0.62","--","--","--","--","--","--","--","0.0","--","--","4,766","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:01","00:30:01","900","912"
Running,2018-06-24 05:30:27,false,"Mumbai Running","21.66","1,654","02:53:47","164","182","5.0","161","246","8:01","5:22","2","15","0.78","--","--","--","--","--","--","--","0.0","--","--","28,310","--","29.0","No","--:--:--","22","32.0","--","--","--","02:53:46","02:53:47","-2","10"
Running,2018-06-22 06:44:51,false,"Bengaluru Running","2.87","211","00:30:02","138","148","2.2","156","163","10:28","8:45","32","34","0.61","--","--","--","--","--","--","--","0.0","--","--","4,690","--","25.0","No","--:--:--","3","28.0","--","--","--","00:30:03","00:30:02","886","899"
Running,2018-06-20 06:36:09,false,"Bengaluru Running","2.93","214","00:30:01","137","146","2.2","157","165","10:13","7:30","36","38","0.62","--","--","--","--","--","--","--","0.0","--","--","4,720","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:00","00:30:01","897","910"
Running,2018-06-19 06:35:25,false,"Bengaluru Running","3.36","242","00:35:01","137","147","2.1","158","165","10:25","8:48","38","47","0.61","--","--","--","--","--","--","--","0.0","--","--","5,502","--","26.0","No","--:--:--","4","29.0","--","--","--","00:35:01","00:35:01","896","909"
Running,2018-06-18 06:36:21,false,"Bengaluru Running","2.94","220","00:30:02","138","146","2.2","158","224","10:13","8:05","35","36","0.62","--","--","--","--","--","--","--","0.0","--","--","4,736","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:02","00:30:19","897","910"
Running,2018-06-17 08:09:35,false,"Bengaluru Running","3.03","227","00:30:02","139","148","2.3","159","168","9:55","6:37","33","34","0.63","--","--","--","--","--","--","--","0.0","--","--","4,784","--","27.0","No","--:--:--","4","29.0","--","--","--","00:30:02","00:30:02","898","910"
Running,2018-06-15 06:29:11,false,"Bengaluru Running","2.82","211","00:30:01","136","145","2.1","157","165","10:39","8:05","29","35","0.60","--","--","--","--","--","--","--","0.0","--","--","4,700","--","25.0","No","--:--:--","3","28.0","--","--","--","00:30:01","00:30:01","897","910"
Running,2018-06-12 06:42:22,false,"Bengaluru Running","2.88","215","00:30:02","135","148","2.1","158","165","10:26","8:21","32","36","0.61","--","--","--","--","--","--","--","0.0","--","--","4,722","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:02","00:30:02","898","910"
Running,2018-06-11 06:36:12,false,"Bengaluru Running","4.28","324","00:45:03","137","150","2.3","157","165","10:32","7:56","45","56","0.61","--","--","--","--","--","--","--","0.0","--","--","7,040","--","26.0","No","--:--:--","5","28.0","--","--","--","00:45:03","00:45:03","895","910"
Running,2018-06-10 07:42:12,false,"Bengaluru Running","0.26","16","00:02:56.1","118","128","0.2","157","162","11:23","8:56","--","5","0.56","--","--","--","--","--","--","--","0.0","--","--","456","--","28.0","No","--:--:--","1","29.0","--","--","--","00:02:50","00:02:58.0","903","907"
Running,2018-06-08 06:54:06,false,"Bengaluru Running","2.92","226","00:30:01","135","145","2.2","158","165","10:17","7:58","43","42","0.62","--","--","--","--","--","--","--","0.0","--","--","4,738","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:02","00:30:01","888","901"
Running,2018-06-07 06:01:00,false,"Bengaluru Running","2.90","225","00:30:01","135","145","2.2","157","164","10:20","6:28","32","36","0.62","--","--","--","--","--","--","--","0.0","--","--","4,698","--","27.0","No","--:--:--","3","29.0","--","--","--","00:30:00","00:30:01","897","909"
Running,2018-06-06 06:21:21,false,"Bengaluru Running","2.84","225","00:30:02","138","151","2.3","154","165","10:35","7:46","33","36","0.61","--","--","--","--","--","--","--","0.0","--","--","4,636","--","27.0","No","--:--:--","3","30.0","--","--","--","00:30:02","00:30:02","898","909"
Running,2018-06-05 06:08:22,false,"Bengaluru Running","2.92","227","00:30:02","138","147","2.3","156","166","10:17","7:38","29","34","0.62","--","--","--","--","--","--","--","0.0","--","--","4,696","--","26.0","No","--:--:--","3","28.0","--","--","--","00:30:00","00:30:02","898","910"
Running,2018-06-04 06:33:18,false,"Bengaluru Running","3.01","231","00:30:46","137","147","2.3","156","166","10:14","1:29","31","35","0.63","--","--","--","--","--","--","--","0.0","--","--","4,798","--","27.0","No","--:--:--","4","29.0","--","--","--","00:30:46","00:30:46","897","909"
Running,2018-06-02 03:53:30,false,"Running","0.00","--","00:00:00.3","70","70","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","24.0","No","--:--:--","1","24.0","--","--","--","00:00:00","00:00:00.3","1,327","1,327"
Running,2018-05-25 07:28:51,false,"Florianópolis Running","5.01","367","00:42:32","153","160","3.1","167","172","8:29","7:12","1","5","0.71","--","--","--","--","--","--","--","0.0","--","--","7,090","--","19.0","No","--:--:--","6","23.0","--","--","--","00:42:32","00:42:32","-1","2"
Running,2018-05-14 06:22:27,false,"Bengaluru Running","3.17","244","00:30:02","144","156","2.1","162","168","9:28","3:36","33","36","0.65","--","--","--","--","--","--","--","0.0","--","--","4,868","--","26.0","No","--:--:--","4","29.0","--","--","--","00:30:01","00:30:02","897","910"
Running,2018-05-09 06:48:02,false,"Chamrajpet (Bangalore) Running","3.22","239","00:30:03","140","149","2.1","162","168","9:21","7:17","37","41","0.66","--","--","--","--","--","--","--","0.0","--","--","4,860","--","27.0","No","--:--:--","4","29.0","--","--","--","00:30:02","00:30:03","886","898"
Running,2018-05-07 06:53:28,false,"Chamrajpet (Bangalore) Running","3.30","250","00:30:03","146","157","2.2","163","168","9:06","7:44","34","43","0.67","--","--","--","--","--","--","--","0.0","--","--","4,898","--","28.0","No","--:--:--","4","29.0","--","--","--","00:30:02","00:30:03","898","909"
Running,2018-05-03 07:03:08,false,"Chamrajpet (Bangalore) Running","3.24","245","00:30:02","144","153","2.1","162","170","9:16","7:36","35","47","0.66","--","--","--","--","--","--","--","0.0","--","--","4,888","--","28.0","No","--:--:--","4","29.0","--","--","--","00:30:03","00:30:02","891","907"
Running,2018-05-02 06:50:08,false,"Chamrajpet (Bangalore) Running","3.30","247","00:30:02","142","151","2.1","162","168","9:07","6:49","38","38","0.68","--","--","--","--","--","--","--","0.0","--","--","4,880","--","27.0","No","--:--:--","4","28.0","--","--","--","00:30:02","00:30:02","897","910"
Running,2018-04-28 07:05:07,false,"Chamrajpet (Bangalore) Running","3.34","265","00:30:01","148","158","2.3","162","168","9:00","7:32","39","44","0.69","--","--","--","--","--","--","--","0.0","--","--","4,878","--","28.0","No","--:--:--","4","30.0","--","--","--","00:29:59","00:30:01","899","911"
Running,2018-04-24 06:19:57,false,"Chamrajpet (Bangalore) Running","3.23","243","00:30:06","140","152","2.0","161","170","9:20","7:32","34","36","0.67","--","--","--","--","--","--","--","0.0","--","--","4,842","--","28.0","No","--:--:--","4","29.0","--","--","--","00:30:07","00:30:06","898","911"
Running,2018-04-23 06:43:15,false,"Chamrajpet (Bangalore) Running","3.35","270","00:30:06","150","160","2.3","163","170","8:59","5:27","38","42","0.68","--","--","--","--","--","--","--","0.0","--","--","4,892","--","27.0","No","--:--:--","4","29.0","--","--","--","00:30:05","00:30:06","898","910"
Running,2018-04-22 07:51:55,false,"Chamrajpet (Bangalore) Running","3.34","279","00:30:04","149","161","2.5","163","170","9:01","7:21","35","41","0.68","--","--","--","--","--","--","--","0.0","--","--","4,902","--","27.0","No","--:--:--","4","31.0","--","--","--","00:30:04","00:30:04","898","910"
Running,2018-04-15 07:58:38,false,"Chamrajpet (Bangalore) Running","3.26","273","00:30:01","145","157","2.4","163","170","9:13","7:40","36","41","0.67","--","--","--","--","--","--","--","0.0","--","--","4,884","--","27.0","No","--:--:--","4","30.0","--","--","--","00:30:01","00:30:01","898","910"
Running,2018-04-11 06:40:58,false,"Chamrajpet (Bangalore) Running","3.39","263","00:30:00","144","153","2.1","163","170","8:52","6:51","38","45","0.69","--","--","--","--","--","--","--","0.0","--","--","4,904","--","27.0","No","--:--:--","4","28.0","--","--","--","00:30:00","00:30:00","898","909"
Running,2018-04-09 06:18:48,false,"Chamrajpet (Bangalore) Running","3.30","281","00:30:01","147","156","2.3","162","168","9:06","6:24","37","42","0.68","--","--","--","--","--","--","--","0.0","--","--","4,858","--","26.0","No","--:--:--","4","29.0","--","--","--","00:30:02","00:30:01","898","910"
Running,2018-03-25 05:43:01,false,"Girinagar (Bangalore) Running","20.11","1,685","02:53:45","163","185","3.2","153","246","8:38","6:26","186","196","0.76","--","--","--","--","--","--","--","0.0","--","--","27,004","--","27.0","No","--:--:--","21","33.0","--","--","--","02:52:38","02:53:45","820","885"
Running,2018-01-22 13:15:01,false,"Snoqualmie Pass Running","0.00","1","00:00:14.9","112","116","0.0","19","97","--","37:12","--","--","0.41","--","--","--","--","--","--","--","0.0","--","--","4","--","22.0","No","--:--:--","1","22.0","--","--","--","00:00:00","00:00:14.9","899","899"
Running,2017-12-03 04:02:44,false,"Tiruvanmiyur Running","42.23","3,559","06:14:36","158","176","5.0","150","233","8:52","6:21","26","50","0.75","--","--","--","--","--","--","--","0.0","--","--","57,956","--","30.0","No","--:--:--","43","36.0","--","--","--","06:13:59","06:14:36","-19","7"
Running,2017-11-25 06:32:26,false,"Srirangapatna Running","21.24","1,812","03:07:53","154","171","5.0","147","249","8:51","4:57","13","29","0.78","--","--","--","--","--","--","--","0.0","--","--","28,630","--","25.0","No","--:--:--","22","31.0","--","--","--","03:03:49","03:07:53","691","711"
Running,2017-11-12 05:02:50,false,"Cherai Running","21.07","1,778","03:12:26","162","186","3.7","152","249","9:08","5:15","21","36","0.72","--","--","--","--","--","--","--","0.0","--","--","29,630","--","31.0","No","--:--:--","22","35.0","--","--","--","03:11:58","03:12:26","-14","8"
Running,2017-11-07 06:52:59,false,"Chamrajpet (Bangalore) Running","3.82","290","00:30:02","146","157","2.9","163","170","7:52","4:35","35","37","0.78","--","--","--","--","--","--","--","0.0","--","--","4,884","--","26.0","No","--:--:--","--","28.0","--","--","--","00:29:52","00:30:02","954","966"
Running,2017-10-27 06:56:06,false,"Chamrajpet (Bangalore) Running","3.27","257","00:30:39","141","152","2.3","161","168","9:23","4:31","38","38","0.66","--","--","--","--","--","--","--","0.0","--","--","4,934","--","27.0","No","--:--:--","--","30.0","--","--","--","00:30:39","00:30:39","887","898"
Running,2017-10-24 06:51:07,false,"Chamrajpet (Bangalore) Running","3.16","262","00:30:28","151","164","2.2","162","168","9:39","7:12","36","37","0.64","--","--","--","--","--","--","--","0.0","--","--","4,936","--","26.0","No","--:--:--","--","30.0","--","--","--","00:30:21","00:30:28","953","964"
Running,2017-10-18 06:52:14,false,"Chamrajpet (Bangalore) Running","3.01","251","00:30:57","147","172","2.0","154","161","10:18","8:03","31","33","0.63","--","--","--","--","--","--","--","0.0","--","--","4,772","--","26.0","No","--:--:--","--","28.0","--","--","--","00:30:55","00:30:57","952","963"
Running,2017-10-15 06:52:49,false,"Bangalore Corporation Building Running","20.94","1,847","02:42:31","175","186","5.0","165","177","7:46","4:44","82","104","0.78","--","--","--","--","--","--","--","0.0","--","--","26,958","--","27.0","No","--:--:--","--","30.0","--","--","--","02:41:43","02:42:31","876","914"
Running,2017-10-10 06:44:56,false,"Chamrajpet (Bangalore) Running","3.15","266","00:30:47","148","161","2.2","160","166","9:45","6:06","39","37","0.64","--","--","--","--","--","--","--","0.0","--","--","4,926","--","27.0","No","--:--:--","--","29.0","--","--","--","00:30:47","00:30:47","954","967"
Running,2017-09-21 06:42:47,false,"Chamrajpet (Bangalore) Running","3.26","266","00:30:13","140","152","2.3","163","168","9:16","7:42","37","40","0.66","--","--","--","--","--","--","--","0.0","--","--","4,934","--","24.0","No","--:--:--","--","26.0","--","--","--","00:30:13","00:30:13","953","966"
Running,2017-09-20 07:11:41,false,"Chamrajpet (Bangalore) Running","3.23","270","00:30:14","143","157","2.4","162","170","9:21","7:14","36","40","0.66","--","--","--","--","--","--","--","0.0","--","--","4,932","--","24.0","No","--:--:--","--","27.0","--","--","--","00:30:13","00:30:14","955","966"
Running,2017-09-19 06:38:24,false,"Chamrajpet (Bangalore) Running","3.35","268","00:31:17","138","150","2.3","163","170","9:21","7:21","36","42","0.66","--","--","--","--","--","--","--","0.0","--","--","5,092","--","25.0","No","--:--:--","--","26.0","--","--","--","00:31:16","00:31:17","952","964"
Running,2017-09-18 06:41:35,false,"Chamrajpet (Bangalore) Running","3.25","260","00:30:34","141","152","2.2","162","168","9:24","7:27","34","35","0.66","--","--","--","--","--","--","--","0.0","--","--","4,942","--","23.0","No","--:--:--","--","26.0","--","--","--","00:30:34","00:30:34","951","964"
Running,2017-09-16 07:59:56,false,"Chamrajpet (Bangalore) Running","3.50","273","00:45:09","110","140","1.0","118","243","12:55","7:56","43","45","0.66","--","--","--","--","--","--","--","0.0","--","--","5,568","--","25.0","No","--:--:--","--","28.0","--","--","--","00:45:08","00:45:22","952","965"
Running,2017-09-14 06:05:49,false,"Chamrajpet (Bangalore) Running","3.31","266","00:30:12","142","151","2.4","162","168","9:08","7:42","33","36","0.68","--","--","--","--","--","--","--","0.0","--","--","4,892","--","25.0","No","--:--:--","--","28.0","--","--","--","00:30:12","00:30:12","954","965"
Running,2017-09-13 06:28:57,false,"Chamrajpet (Bangalore) Running","3.24","264","00:30:03","143","152","2.4","163","170","9:16","6:49","34","37","0.66","--","--","--","--","--","--","--","0.0","--","--","4,906","--","26.0","No","--:--:--","--","28.0","--","--","--","00:29:57","00:30:03","953","965"
Running,2017-09-12 06:27:31,false,"Chamrajpet (Bangalore) Running","3.25","265","00:30:37","142","152","2.3","161","166","9:26","2:08","37","38","0.66","--","--","--","--","--","--","--","0.0","--","--","4,932","--","25.0","No","--:--:--","--","27.0","--","--","--","00:30:37","00:30:37","953","965"
Running,2017-09-11 06:19:45,false,"Chamrajpet (Bangalore) Running","3.22","260","00:30:09","144","153","2.3","161","168","9:22","7:28","38","43","0.66","--","--","--","--","--","--","--","0.0","--","--","4,844","--","25.0","No","--:--:--","--","27.0","--","--","--","00:30:09","00:30:09","945","959"
Running,2017-09-09 06:47:29,false,"Chamrajpet (Bangalore) Running","3.35","272","00:30:39","146","159","2.4","161","171","9:09","6:55","37","41","0.68","--","--","--","--","--","--","--","0.0","--","--","4,948","--","24.0","No","--:--:--","--","26.0","--","--","--","00:30:39","00:30:39","952","964"
Running,2017-09-07 07:00:22,false,"Chamrajpet (Bangalore) Running","3.12","253","00:30:04","140","151","2.2","160","166","9:38","6:52","37","38","0.65","--","--","--","--","--","--","--","0.0","--","--","4,818","--","25.0","No","--:--:--","--","27.0","--","--","--","00:30:04","00:30:04","953","966"
Running,2017-09-05 07:04:11,false,"Chamrajpet (Bangalore) Running","3.24","258","00:30:15","142","153","2.3","161","168","9:20","7:04","33","35","0.66","--","--","--","--","--","--","--","0.0","--","--","4,882","--","25.0","No","--:--:--","--","27.0","--","--","--","00:30:15","00:30:15","953","965"
Running,2017-09-04 07:01:28,false,"Chamrajpet (Bangalore) Running","3.90","276","00:30:38","144","153","2.5","161","166","7:51","5:48","37","41","0.79","--","--","--","--","--","--","--","0.0","--","--","4,926","--","25.0","No","--:--:--","--","26.0","--","--","--","00:30:41","00:30:38","899","911"
Running,2017-08-28 07:37:52,false,"Chamrajpet (Bangalore) Running","3.01","247","00:29:24","150","159","2.2","153","166","9:47","7:38","32","35","0.67","--","--","--","--","--","--","--","0.0","--","--","4,558","--","24.0","No","--:--:--","--","26.0","--","--","--","00:29:23","00:29:24","954","966"
Running,2017-08-22 06:48:12,false,"Chamrajpet (Bangalore) Running","3.23","265","00:30:04","142","155","2.4","162","168","9:19","8:01","33","35","0.66","--","--","--","--","--","--","--","0.0","--","--","4,872","--","24.0","No","--:--:--","--","27.0","--","--","--","00:30:04","00:30:04","952","965"
Running,2017-08-19 07:06:44,false,"Chamrajpet (Bangalore) Running","6.03","496","01:00:27","146","158","2.5","159","168","10:02","8:07","66","75","0.63","--","--","--","--","--","--","--","0.0","--","--","9,610","--","24.0","No","--:--:--","--","27.0","--","--","--","01:00:27","01:00:27","952","965"
Running,2017-08-18 06:18:27,false,"Chamrajpet (Bangalore) Running","3.06","257","00:30:05","147","156","2.5","160","166","9:51","8:03","35","37","0.63","--","--","--","--","--","--","--","0.0","--","--","4,820","--","24.0","No","--:--:--","--","26.0","--","--","--","00:30:05","00:30:05","952","964"
Running,2017-08-17 05:39:46,false,"Chamrajpet (Bangalore) Running","3.07","256","00:30:20","145","152","2.3","159","166","9:52","8:14","35","36","0.64","--","--","--","--","--","--","--","0.0","--","--","4,820","--","25.0","No","--:--:--","--","26.0","--","--","--","00:30:21","00:30:20","952","965"
Running,2017-08-16 06:01:24,false,"Chamrajpet (Bangalore) Running","3.11","298","00:30:41","146","158","3.2","160","166","9:52","8:16","37","34","0.63","--","--","--","--","--","--","--","0.0","--","--","4,894","--","24.0","No","--:--:--","--","27.0","--","--","--","00:30:41","00:30:41","955","966"
Running,2017-08-14 06:27:15,false,"Chamrajpet (Bangalore) Running","3.10","274","00:30:30","148","157","2.8","162","168","9:50","6:57","35","36","0.63","--","--","--","--","--","--","--","0.0","--","--","4,932","--","24.0","No","--:--:--","--","25.0","--","--","--","00:30:30","00:30:30","954","965"
Running,2017-08-13 07:51:47,false,"Chamrajpet (Bangalore) Running","3.26","286","00:30:01","146","157","3.0","162","168","9:13","6:55","35","38","0.67","--","--","--","--","--","--","--","0.0","--","--","4,868","--","24.0","No","--:--:--","--","27.0","--","--","--","00:30:01","00:30:01","953","964"
Running,2017-08-06 06:37:32,false,"Seattle Running","11.11","1,178","01:34:38","170","192","5.0","151","233","8:31","6:15","158","114","0.78","--","--","--","--","--","--","--","0.0","--","--","14,646","--","19.0","No","--:--:--","--","22.0","--","--","--","01:31:10","01:34:41","-10","79"
Running,2017-07-26 06:32:32,false,"Chamrajpet (Bangalore) Running","3.44","218","00:30:16","--","--","--","165","173","8:48","7:25","42","48","0.69","--","--","--","--","--","--","--","0.0","--","--","5,004","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:16","888","902"
Running,2017-07-25 06:53:02,false,"Chamrajpet (Bangalore) Running","3.49","231","00:30:02","--","--","--","165","170","8:37","5:14","29","36","0.70","--","--","--","--","--","--","--","0.0","--","--","4,956","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:02","887","902"
Running,2017-07-06 06:48:15,false,"Chamrajpet (Bangalore) Running","3.48","229","00:30:02","--","--","--","165","172","8:37","6:57","35","38","0.70","--","--","--","--","--","--","--","0.0","--","--","4,958","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:02","887","902"
Running,2017-07-05 06:57:14,false,"Chamrajpet (Bangalore) Running","3.37","212","00:30:03","--","--","--","164","171","8:56","6:27","30","36","0.68","--","--","--","--","--","--","--","0.0","--","--","4,922","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:03","887","902"
Running,2017-07-04 06:50:15,false,"Chamrajpet (Bangalore) Running","3.35","210","00:30:03","--","--","--","163","170","8:59","6:57","34","31","0.68","--","--","--","--","--","--","--","0.0","--","--","4,892","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:03","888","902"
Running,2017-05-17 06:28:01,false,"Chamrajpet (Bangalore) Running","3.46","231","00:30:02","--","--","--","165","175","8:40","6:43","41","47","--","--","--","--","--","--","--","--","0.0","--","--","4,962","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:02","887","902"
Running,2017-05-15 06:34:36,false,"Chamrajpet (Bangalore) Running","3.51","205","00:30:03","--","--","--","163","172","8:34","7:10","--","12","--","--","--","--","--","--","--","--","0.0","--","--","4,906","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:03","887","901"
Running,2017-05-14 07:21:45,false,"Gayathrinagar Running","3.37","230","00:30:03","--","--","--","160","168","8:55","6:21","20","28","--","--","--","--","--","--","--","--","0.0","--","--","4,806","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:03","887","902"
Running,2017-05-09 06:37:30,false,"Chamrajpet (Bangalore) Running","3.15","190","00:29:43","--","--","--","162","168","9:27","7:00","37","37","--","--","--","--","--","--","--","--","0.0","--","--","4,804","--","--","No","--:--:--","--","--","--","--","--","--:--:--","01:21:52","887","902"
Running,2017-05-08 06:35:06,false,"Chamrajpet (Bangalore) Running","3.35","196","00:30:09","--","--","--","163","170","9:00","8:05","44","51","--","--","--","--","--","--","--","--","0.0","--","--","4,916","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:09","887","902"
Running,2017-05-07 07:36:05,false,"Chamrajpet (Bangalore) Running","3.28","196","00:30:07","--","--","--","160","168","9:11","5:17","24","37","--","--","--","--","--","--","--","--","0.0","--","--","4,834","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:07","887","902"
Running,2017-04-20 06:21:55,false,"Chamrajpet (Bangalore) Running","3.43","261","00:30:05","--","--","--","162","168","8:46","5:20","40","46","0.70","--","--","--","--","--","--","--","0.0","--","--","4,884","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:05","887","902"
Running,2017-03-15 06:46:17,false,"Chamrajpet (Bangalore) Running","2.08","121","00:18:37","--","--","--","162","172","8:56","6:54","7","--","0.69","--","--","--","--","--","--","--","0.0","--","--","3,016","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:18:37","894","901"
Running,2017-03-08 06:41:32,false,"Chamrajpet (Bangalore) Running","3.21","194","00:30:40","--","--","--","157","169","9:33","7:12","21","21","0.67","--","--","--","--","--","--","--","0.0","--","--","4,806","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:40","887","902"
Running,2017-03-05 07:54:14,false,"Chamrajpet (Bangalore) Running","3.38","217","00:30:02","--","--","--","155","171","8:53","6:47","27","27","0.73","--","--","--","--","--","--","--","0.0","--","--","4,646","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:30:02","887","902"
Running,2017-03-03 06:40:46,false,"Chamrajpet (Bangalore) Running","2.61","157","00:24:24","--","--","--","161","170","9:22","7:14","32","36","0.66","--","--","--","--","--","--","--","0.0","--","--","3,928","--","--","No","--:--:--","--","--","--","--","--","--:--:--","00:24:24","887","902"
